100
11	3430	3995	4377	599	3041	3145	1395	4198	4037	4352	0	1616	2754	4381	4250	3356	2483	4017	1620	2451	4264	4757	2176	743	4137	765	3927	2881	3090	3443	1657	2728	2474	2969	1213	360	2976	373	3765	1360	1201	2985	2876	1755	2367	2126	111	2650	3943	1630	2901	3207	4188	4976	1750	3325	741	678	1206	1631	1921	664	2159	4294	3532	3271	2454	4308	3543	4019	669	2545	4804	1345	4199	2171	3370	2111	2621	215	1541	523	3321	729	499	2872	1855	3940	1350	2960	571	3170	3523	531	2464	4856	3701	2718	4164	2245	
12	2394	798	4776	4485	558	1289	574	1929	4298	3247	1616	0	4732	2590	4341	3877	1789	1513	149	1700	1934	263	3141	2356	1384	1670	656	4155	3424	4495	505	4185	2866	3574	609	3296	3838	465	4798	1556	4529	4843	1093	2162	2433	435	1040	2022	4647	1088	3622	4381	4050	4563	1738	434	1233	194	4489	2458	4588	2794	1643	355	1369	2151	1452	3007	417	1250	2364	4845	3893	1257	4807	1326	4391	3647	3247	1939	2535	1869	1321	1585	4232	2958	4719	466	3051	4208	724	540	4802	2266	3594	3971	2217	4945	1979	2533	
13	3994	3031	3669	3290	2118	2219	3384	139	1386	1522	2754	4732	0	4242	279	2888	3299	2887	2014	2691	1534	262	4529	1870	4830	850	1255	4063	1608	974	2329	4558	2982	2952	2898	2785	3018	1493	1756	3035	4238	1535	569	1135	3577	3547	1823	1877	1434	3737	4467	769	1799	1897	2538	1629	2647	1593	3492	4154	2467	821	1614	3249	1573	4411	3834	2391	904	591	427	2943	4825	3695	3977	3403	2242	800	280	3576	4436	2547	4244	1235	4343	4582	665	4790	1175	4056	3945	1442	2678	3359	4591	2051	2770	1326	4342	1475	
14	210	4059	4928	1826	491	1009	4867	2692	3538	2793	4381	2590	4242	0	2569	4317	4442	1264	1195	2845	1306	1894	925	4781	4131	1272	1926	3166	615	1508	1631	3206	484	3488	4951	1825	1166	3310	4216	3116	1080	543	359	355	159	728	2472	4500	1891	3566	246	3097	3261	1070	779	2392	2241	2605	3358	657	1913	2790	1663	2296	1278	1614	1922	2343	4823	1138	3259	3703	4380	1419	3958	2340	2046	1430	1840	1738	4896	4786	2635	1058	3656	3313	1250	3698	3718	4507	4254	632	2297	3717	2827	3474	331	4648	3617	154	
15	1375	895	2519	2169	4697	4225	1196	2228	2676	530	4250	4341	279	2569	0	4677	1657	2967	1096	615	307	3041	4745	4847	2579	2542	4633	214	3499	1190	3427	4648	4787	4945	2056	1942	577	2154	659	3304	628	889	853	2046	3742	4339	1723	400	208	2718	3714	3214	3559	3459	962	1139	3801	3395	4052	2300	4485	2479	4748	4272	326	1805	1215	802	3858	1773	1906	2286	463	2659	2132	4104	4798	3754	2304	2806	4272	1019	1021	2832	2278	1882	1771	1080	278	823	1180	4662	1103	3729	3934	1328	534	2949	2029	2192	
16	2142	2092	1703	3662	3845	3136	4028	973	2327	1084	3356	3877	2888	4317	4677	0	1736	2278	4984	4294	4310	1989	1993	3064	2094	4699	2337	3012	720	2969	3090	402	4639	1970	579	3262	951	3041	4264	4579	4776	592	2913	2725	422	105	2347	2057	2282	232	4151	1592	4921	1144	4556	2015	3643	4693	2827	2163	2662	917	2465	202	688	844	3363	1538	1686	529	3917	1462	1020	1830	4086	4141	1834	4234	3998	1916	2266	1050	1309	2187	4894	3665	4101	3537	3358	1928	701	3820	646	966	3921	4033	1709	185	3371	3294	
17	806	4329	2660	4834	4820	4616	316	1812	4565	4027	2483	1789	3299	4442	1657	1736	0	2288	2556	4333	4017	1643	1375	3651	3677	374	3367	943	1323	4575	3030	1217	3240	4931	2555	4398	1860	3155	3218	306	4020	4939	4238	3529	125	2609	4624	637	4796	2180	2770	1714	1623	4045	3165	300	4318	4332	3943	3441	3908	1973	2459	4948	1904	4913	4347	1564	969	2565	1769	2789	406	1007	1318	430	1416	3742	3766	4012	3723	4337	726	346	3382	1691	3346	601	1024	2289	3941	2732	4161	4200	581	3865	4113	4827	3230	2882	
18	755	4583	3835	148	782	1205	1470	1491	4732	649	4017	1513	2887	1264	2967	2278	2288	0	4898	671	599	3706	4689	3728	2922	3431	395	1935	2154	4631	2560	301	3013	2052	3546	1414	876	3635	3156	1408	697	2356	1888	4461	4270	1716	2691	2152	4709	491	2723	3108	1997	2412	1836	4818	3643	4930	1753	798	4562	2114	3798	476	1966	245	1790	2741	3779	4845	4048	4375	102	3736	1737	4271	3252	4328	1424	2961	2619	4046	1069	2416	1458	705	2234	101	3436	1788	3598	899	1702	297	1274	3567	441	864	1308	4119	
19	3444	4663	896	2061	2865	392	2055	3539	1448	2413	1620	149	2014	1195	1096	4984	2556	4898	0	3156	3494	3511	4692	232	2782	2945	2360	4105	906	2779	1052	4675	195	310	3180	229	3111	4416	1916	1709	315	3517	4706	4289	4884	147	153	3992	2067	1463	2148	3361	4873	1841	1393	556	2586	3652	2462	1292	4231	3413	967	2226	3623	1948	2355	1734	1364	2071	1243	4379	3389	3749	3668	3273	3796	1621	2266	3663	2983	2214	2024	757	1855	3317	1213	4340	4769	1475	633	1902	2688	4299	4027	1311	4047	1382	845	412	
20	3402	2592	4444	3156	4789	4862	1406	4964	758	4988	2451	1700	2691	2845	615	4294	4333	671	3156	0	4788	4690	4542	1438	1259	2815	3034	2779	2881	1697	763	4995	3621	1419	4650	4738	432	3991	4507	1806	2424	1409	4394	1723	3237	3505	771	4518	2151	3882	772	4739	1473	314	1177	2631	930	4111	410	3710	3608	3872	1606	2229	3092	1257	4767	3423	3048	2176	3030	472	1385	325	4894	4521	1630	3465	4040	3680	248	2612	1320	1620	727	298	2051	4356	2209	262	967	817	4033	2473	847	2125	1530	614	3349	4477	
21	1957	4018	3890	4547	3179	1867	4571	4888	3434	751	4264	1934	1534	1306	307	4310	4017	599	3494	4788	0	1379	2749	3974	1603	544	3495	3132	3909	436	4613	4056	849	3733	3477	1475	3930	528	3631	1139	3489	4497	1856	2523	4770	503	2448	1300	1016	797	3577	3605	4875	4126	480	1478	4570	3874	2411	3479	2111	4824	436	2859	3557	3812	2134	389	2141	765	4227	630	262	1083	953	4932	4285	1202	4032	302	1898	2610	1707	1774	1736	2086	1052	4106	3760	1263	2585	871	1087	822	1530	2445	4533	3563	2733	4474	
22	3838	1266	2879	3020	4995	476	4524	362	4938	567	4757	263	262	1894	3041	1989	1643	3706	3511	4690	1379	0	1960	2905	2290	844	1658	123	129	2759	1955	3130	4557	2365	4736	4131	1902	1822	183	1008	583	4146	1394	4153	233	2115	684	478	4448	4146	1011	3923	1275	2871	4628	1365	1515	1286	4187	4343	1846	1142	2474	4203	1308	2210	3334	3109	1833	1317	4016	2315	3263	410	1468	3396	2424	2051	1674	1873	3998	2585	3596	3073	3256	1125	4337	4670	211	1425	1914	1956	367	4287	1159	1574	4298	2293	4582	1131	
23	3323	1595	592	3559	4140	1562	3453	1504	2178	2009	2176	3141	4529	925	4745	1993	1375	4689	4692	4542	2749	1960	0	3599	3345	4573	1809	2613	870	4133	2465	2444	3806	1463	2829	303	4435	1085	1327	1673	755	1437	898	2568	1194	1164	4656	153	2638	3954	247	2220	4984	4357	3619	1230	1831	429	3742	2601	2362	4007	2845	1168	470	3474	1370	2705	4458	497	2178	3013	1833	2975	3381	827	4039	3037	880	4477	4791	1026	1697	4775	383	317	3805	2113	3445	2548	2514	807	4355	3159	1874	4725	1633	1044	331	1091	
24	242	3110	631	1867	2392	4514	483	905	2282	4974	743	2356	1870	4781	4847	3064	3651	3728	232	1438	3974	2905	3599	0	310	1904	1073	3184	286	1800	124	3222	480	4500	3014	1405	3998	690	4487	2115	4395	1600	560	4743	1915	1266	4098	2874	940	1724	4407	1883	1955	3298	1123	4964	203	2095	3148	388	1695	1073	1410	2074	3373	4323	1279	2371	2814	766	4385	2209	167	4844	4752	4781	3910	1751	2655	4749	3375	2062	1632	3130	3161	555	3094	3263	451	4042	1451	2045	2915	2760	1920	1289	4884	999	1460	2698	
25	2563	2073	3424	3116	2714	4781	1623	2764	3103	3222	4137	1384	4830	4131	2579	2094	3677	2922	2782	1259	1603	2290	3345	310	0	846	2707	4531	3490	2459	4312	302	4109	4767	4950	385	1830	4383	3414	2791	4837	4308	1054	288	1252	2404	134	4066	164	4753	355	4947	752	1715	546	2316	361	3152	4647	1651	3411	1860	1852	422	1628	4603	706	1258	3986	1921	3948	1724	4029	4901	1912	281	206	4745	4247	3069	4498	2402	3017	250	1917	1363	367	2177	4415	4913	1629	2826	4574	3380	3147	1202	884	1654	2359	4769	
26	2785	1565	4632	3841	3302	4984	3490	4618	2390	2172	765	1670	850	1272	2542	4699	374	3431	2945	2815	544	844	4573	1904	846	0	1307	1494	404	4008	1206	585	4113	3751	2632	2182	3249	4933	2999	1299	1851	4262	1565	1828	1578	4279	3356	4303	1754	4537	352	2855	421	4705	3014	2991	1080	4220	2285	4183	1129	1291	4667	242	4941	2299	224	3190	134	1024	2289	4684	286	1655	1512	1763	3734	2669	3866	488	2206	2018	3242	427	4523	1256	1218	603	3276	3402	4686	4304	4592	2254	2346	2434	2354	370	3424	288	
27	4156	1732	1969	404	792	4133	807	4244	1597	2324	3927	656	1255	1926	4633	2337	3367	395	2360	3034	3495	1658	1809	1073	2707	1307	0	714	4871	4278	2268	1383	3841	1002	3951	2708	1389	3957	2526	2431	2185	2050	1487	3302	453	4662	4505	2939	1867	1998	194	4112	4332	348	4381	657	535	3475	1270	406	2753	1338	4488	1595	140	1341	2103	4228	298	2429	1659	283	4378	3045	1386	2632	608	3691	571	2374	689	3464	4286	2821	3711	3668	3378	2046	4943	2448	2351	2696	3686	4640	2091	1626	981	1994	855	3978	
28	2520	2309	4101	4478	2672	4003	3150	1897	2886	770	2881	4155	4063	3166	214	3012	943	1935	4105	2779	3132	123	2613	3184	4531	1494	714	0	314	4161	1602	1160	547	4133	1667	4137	2505	1842	2626	969	1128	448	2481	2596	1626	2327	2539	1874	2479	3036	560	2119	127	4886	2999	2021	741	1977	4144	3754	1138	746	4813	4384	2680	4281	1422	185	1123	3948	3853	4950	2196	4134	2547	1622	1462	2886	3395	3840	922	1756	959	949	1642	3857	770	183	3634	4813	3836	4672	3359	3650	1957	1039	832	3279	3923	4654	
29	4947	847	3677	2631	2086	101	1332	3640	1092	2775	3090	3424	1608	615	3499	720	1323	2154	906	2881	3909	129	870	286	3490	404	4871	314	0	2777	4604	2223	4711	4951	1645	1173	2838	4939	2813	3659	1695	3671	2408	1137	429	978	1219	3963	3591	4955	1536	1951	1506	1293	2889	138	4471	1813	4691	2399	2390	2196	2422	2101	2148	3966	3174	2786	1807	3787	4245	3401	2459	4454	2339	688	432	3457	2451	3923	1313	1787	874	619	2980	1563	3456	352	1176	3147	2651	3465	3144	2873	3367	292	1840	4341	878	3546	
30	1209	773	2098	4571	596	4814	4188	2897	2818	485	3443	4495	974	1508	1190	2969	4575	4631	2779	1697	436	2759	4133	1800	2459	4008	4278	4161	2777	0	123	4747	587	2377	2086	3975	2709	3344	4226	4432	2457	1014	3106	877	1794	4568	4232	2045	3545	2380	2496	2010	3324	370	377	3515	4909	4617	2193	3455	2746	116	1103	1133	2393	990	2908	102	4233	2135	2334	4490	949	440	367	2642	2808	4499	2487	1353	4679	2784	1164	3003	954	4240	4318	863	1759	4311	2118	4404	4326	1021	3337	1719	1910	4046	4520	3943	
31	3274	1032	3496	1851	2569	846	3000	661	2183	4001	1657	505	2329	1631	3427	3090	3030	2560	1052	763	4613	1955	2465	124	4312	1206	2268	1602	4604	123	0	1854	3434	2029	4993	3700	2471	2802	1100	4857	1955	3579	2641	3018	4382	1395	2259	1601	2157	1818	912	2075	4022	239	2996	2359	1857	2706	4205	1378	1650	386	1032	4983	215	1026	1584	486	1628	485	344	3482	3963	785	4301	3346	2080	4360	2747	2037	1178	3559	1913	200	3697	2709	359	3354	415	4464	4631	1964	2650	3464	4747	666	4389	1332	1051	1017	
32	329	3113	2230	4809	1391	3093	1061	2332	3743	1635	2728	4185	4558	3206	4648	402	1217	301	4675	4995	4056	3130	2444	3222	302	585	1383	1160	2223	4747	1854	0	4094	2299	3479	2680	4400	4625	2560	3760	2373	2397	4837	932	4209	2837	2429	4718	3096	783	134	461	415	4797	3010	3778	4545	1476	1068	3677	2427	4784	393	4321	4883	1672	2001	4284	1298	4460	3044	1471	1858	783	2302	3867	1420	4630	3586	4415	413	1520	2676	3527	1317	3487	206	862	4862	3973	2339	190	3757	2631	4411	1542	2104	1412	826	1202	
33	2774	969	3627	217	2804	4183	222	3983	3277	1539	2474	2866	2982	484	4787	4639	3240	3013	195	3621	849	4557	3806	480	4109	4113	3841	547	4711	587	3434	4094	0	3769	2572	3331	2352	2674	2198	3672	2304	784	988	517	104	3564	1845	1321	2051	4750	4882	1913	1625	2222	2003	3182	2653	4214	4623	4656	626	449	858	2099	2019	1230	430	4270	3803	2528	2942	3907	1112	1731	4324	1116	295	3969	237	2245	1620	119	1958	3144	2240	1761	1327	2694	975	950	251	4301	1299	1009	1400	1118	2138	1730	388	3742	
34	4424	1909	1013	2700	883	4393	4739	1594	678	1860	2969	3574	2952	3488	4945	1970	4931	2052	310	1419	3733	2365	1463	4500	4767	3751	1002	4133	4951	2377	2029	2299	3769	0	1131	2649	970	2761	4773	4785	2955	3742	4921	3000	363	2841	2758	1307	2881	4419	2533	575	394	1284	726	2495	2482	4434	3795	3499	4372	3325	1687	3114	3183	2717	764	1953	3278	537	1739	4033	2080	4460	2033	243	2301	2592	1449	183	2011	3882	657	205	2966	4082	2600	3248	3516	4195	4547	2889	421	1234	3803	1404	1752	4466	3256	4929	
35	4741	3392	1843	3101	526	3667	3169	961	4137	4729	1213	609	2898	4951	2056	579	2555	3546	3180	4650	3477	4736	2829	3014	4950	2632	3951	1667	1645	2086	4993	3479	2572	1131	0	4894	1864	4783	4355	1697	4925	4456	4188	1374	4538	1199	3056	2996	1304	1022	2078	1704	4169	3395	3699	3716	4084	4019	2751	2887	3223	4402	2354	1479	2232	158	4174	3995	4840	1430	693	2666	886	4780	3939	425	3780	4796	1221	2884	818	3198	4487	2788	4393	3186	4304	3477	106	2055	1365	3228	1457	1519	2507	1490	4376	1681	485	4216	
36	290	1487	4982	3202	1485	4790	157	1261	3835	3965	360	3296	2785	1825	1942	3262	4398	1414	229	4738	1475	4131	303	1405	385	2182	2708	4137	1173	3975	3700	2680	3331	2649	4894	0	3877	4682	1697	3658	3621	2021	2438	1318	1042	322	4836	2040	2609	2624	1434	3595	1928	4810	1501	3883	3975	2529	3140	494	4935	4529	4769	1617	2815	1886	2427	1692	1568	4023	350	2990	3844	588	4207	4785	3609	1944	4626	4018	4467	1060	514	4196	870	1914	980	2646	4342	4019	3039	2179	1450	2809	1596	4164	4594	3922	3656	3963	
37	4056	1804	3448	2775	4506	850	1113	2910	4431	1182	2976	3838	3018	1166	577	951	1860	876	3111	432	3930	1902	4435	3998	1830	3249	1389	2505	2838	2709	2471	4400	2352	970	1864	3877	0	1807	1953	2491	2294	3960	178	3704	905	4703	2722	3172	763	1037	2368	4332	2850	1148	1978	4993	2968	4917	2172	4317	627	3667	1382	3021	490	4937	4784	4036	1744	4537	1528	1839	3498	1605	543	2203	1308	1065	3175	4770	4801	3344	4102	2652	4391	3881	546	2359	1699	518	4476	2225	4084	3658	3046	2374	3596	2831	1411	3140	
38	1674	609	2667	2208	1950	4744	3706	3833	887	1094	373	465	1493	3310	2154	3041	3155	3635	4416	3991	528	1822	1085	690	4383	4933	3957	1842	4939	3344	2802	4625	2674	2761	4783	4682	1807	0	2838	4878	3666	2243	3221	3669	3450	2087	1845	3220	1888	189	223	2340	4479	1904	2785	4639	3502	3202	2016	3527	187	675	4374	2461	4170	2205	1672	2310	2373	2310	4989	1040	4452	1111	4608	2902	3097	1453	3922	2786	4341	1945	126	1722	3749	712	1361	152	1714	3276	1480	1801	3850	854	2062	921	2958	1534	1032	331	
39	837	4402	2624	3265	3101	1050	749	4476	1226	195	3765	4798	1756	4216	659	4264	3218	3156	1916	4507	3631	183	1327	4487	3414	2999	2526	2626	2813	4226	1100	2560	2198	4773	4355	1697	1953	2838	0	3821	4070	3195	4831	3679	1097	830	2932	2819	3515	2274	2564	1441	1796	4113	2052	3056	4165	3666	4132	645	3267	884	1398	329	4504	2156	1762	536	2386	505	2157	4257	1500	1989	2936	2496	619	3668	3115	4033	3742	679	3274	538	4692	327	1394	1758	1793	3327	203	4959	4110	1500	3088	3614	3555	2650	1951	3741	
40	3768	1654	1262	2095	922	3855	325	2734	320	656	1360	1556	3035	3116	3304	4579	306	1408	1709	1806	1139	1008	1673	2115	2791	1299	2431	969	3659	4432	4857	3760	3672	4785	1697	3658	2491	4878	3821	0	4007	2998	4453	3796	3734	4749	4314	304	765	1248	1846	4143	4422	2284	1736	2549	1478	3393	4241	4704	3495	2101	3814	2795	189	330	4150	2738	4980	793	3592	1888	1591	946	685	3126	3495	2799	3329	2060	1848	175	1203	4070	259	2839	4419	1637	4032	3660	1341	429	3561	2956	3123	3649	3185	175	4187	3165	
41	2129	628	750	4660	4315	3404	1765	4914	1523	4455	1201	4529	4238	1080	628	4776	4020	697	315	2424	3489	583	755	4395	4837	1851	2185	1128	1695	2457	1955	2373	2304	2955	4925	3621	2294	3666	4070	4007	0	680	2853	2357	1525	3437	3283	2820	4037	1612	4779	3685	4487	3782	656	2546	1621	4974	4082	3454	3634	3224	3782	2195	1180	4705	3644	2165	4779	732	3130	3446	1311	983	3604	636	2221	1887	3355	1258	3399	1035	2743	787	4716	3298	3232	4138	3272	216	2592	4706	3339	1374	4701	4418	1079	1246	1583	3659	
42	4166	1299	2002	1664	1143	4094	2043	1576	3064	4446	2985	4843	1535	543	889	592	4939	2356	3517	1409	4497	4146	1437	1600	4308	4262	2050	448	3671	1014	3579	2397	784	3742	4456	2021	3960	2243	3195	2998	680	0	4612	2105	3087	595	709	1523	616	2496	2678	4573	3695	3612	2316	4381	1229	3414	514	367	1686	629	759	4192	3867	2032	3893	1186	912	139	569	4470	4715	2981	4375	703	3476	4984	2125	1892	381	2603	1466	3975	1215	3681	1257	245	2096	1670	3311	1582	4999	3970	775	3866	1002	2468	2853	4613	
43	3962	2351	3838	4381	1379	2945	3598	4562	4517	3802	2876	1093	569	359	853	2913	4238	1888	4706	4394	1856	1394	898	560	1054	1565	1487	2481	2408	3106	2641	4837	988	4921	4188	2438	178	3221	4831	4453	2853	4612	0	3321	4083	123	1303	3459	726	2579	1344	651	4370	1624	3154	836	3399	2169	2318	4555	2313	4313	4025	625	3695	4024	4494	4369	792	3296	1838	3544	2910	2145	1865	4793	2167	968	1153	693	3446	297	1244	718	1820	4297	1453	219	1466	3670	2574	3679	884	1600	2104	4479	624	4398	1749	1315	
44	1123	1459	4318	2950	1433	624	2949	4953	710	3777	1755	2162	1135	355	2046	2725	3529	4461	4289	1723	2523	4153	2568	4743	288	1828	3302	2596	1137	877	3018	932	517	3000	1374	1318	3704	3669	3679	3796	2357	2105	3321	0	3486	2659	3404	3431	2325	3198	3399	3192	2151	3991	4439	2348	235	157	1968	4431	1509	4887	3698	2980	2461	278	1664	3960	2281	1143	2385	1679	693	1500	2173	1979	4059	578	411	1384	1576	3709	2376	1527	601	1815	3774	3536	1871	3543	868	1181	3430	4465	1961	891	4642	3524	2652	4723	
45	2176	358	4730	3389	4333	103	4710	2068	1602	140	2367	2433	3577	159	3742	422	125	4270	4884	3237	4770	233	1194	1915	1252	1578	453	1626	429	1794	4382	4209	104	363	4538	1042	905	3450	1097	3734	1525	3087	4083	3486	0	4936	1402	3060	4236	1376	4938	3295	4653	3149	2479	4029	4658	2656	556	260	4370	2131	3695	4042	674	2363	3023	4003	1829	2784	4793	1471	4108	346	3995	1576	282	3197	2436	4418	4472	276	614	4125	3324	894	3154	884	3449	1511	1043	720	3541	2538	2562	2015	4800	3385	1018	4429	
46	3138	1046	1357	4350	3876	4970	2594	1790	4993	2132	2126	435	3547	728	4339	105	2609	1716	147	3505	503	2115	1164	1266	2404	4279	4662	2327	978	4568	1395	2837	3564	2841	1199	322	4703	2087	830	4749	3437	595	123	2659	4936	0	3611	3701	3078	3857	2696	2454	1939	893	4790	4157	3166	2866	2572	2291	1190	3365	3246	1973	4614	2557	816	3134	1098	1154	3497	913	3755	4682	1830	1085	3652	3241	4685	1730	4898	282	4083	1838	1075	1774	3795	4140	4539	1367	4231	3530	2532	378	3303	2146	2834	1920	3081	1732	
47	1066	3451	3821	4412	3078	1560	1977	3726	2936	2662	111	1040	1823	2472	1723	2347	4624	2691	153	771	2448	684	4656	4098	134	3356	4505	2539	1219	4232	2259	2429	1845	2758	3056	4836	2722	1845	2932	4314	3283	709	1303	3404	1402	3611	0	4378	2544	4528	4060	2174	3414	2712	416	3099	4341	314	3281	3425	4851	2156	2999	3647	4096	2539	4913	1228	1069	2446	1506	4271	2392	2140	1191	3273	3772	1965	2651	4116	4293	1712	1291	2707	2224	4406	3607	1566	2520	4688	2791	2372	1844	790	3819	3740	1129	3732	4867	2097	
48	2881	4586	2391	1125	4153	2519	2827	3779	1167	4067	2650	2022	1877	4500	400	2057	637	2152	3992	4518	1300	478	153	2874	4066	4303	2939	1874	3963	2045	1601	4718	1321	1307	2996	2040	3172	3220	2819	304	2820	1523	3459	3431	3060	3701	4378	0	4173	1369	4171	1314	360	2444	4985	2224	2896	2002	4318	2408	3192	2025	4531	2598	632	3897	119	320	1688	291	4863	279	4009	3603	1307	642	1372	3304	4520	545	2473	1592	1758	633	1836	4543	658	4631	1546	4875	2039	2538	4700	4371	2937	333	3268	856	3352	2757	
49	1693	629	2992	2298	2459	3975	1864	1081	4726	581	3943	4647	1434	1891	208	2282	4796	4709	2067	2151	1016	4448	2638	940	164	1754	1867	2479	3591	3545	2157	3096	2051	2881	1304	2609	763	1888	3515	765	4037	616	726	2325	4236	3078	2544	4173	0	1117	2935	2855	4619	4141	3396	3791	346	817	4236	619	2308	3794	3952	4044	1239	4509	1576	2684	2285	1416	3022	1985	787	959	118	3954	1714	1271	1711	560	2287	2446	3314	4706	4388	4511	3498	4633	328	2734	3053	437	4328	2005	2281	567	4314	1657	1051	1599	
